Structure,SMILES,SI Table numbers/name,Formal charge,Formal charge Class,Q_vsa_Ppos,Q_vsa_Ppos Class,vsa_don,vsa_don Class,PA Accum Class,PA Accum,EC accum
,O=C([C@]1([C@@]2([H])[C@@](CCC1)(C)c3ccc(C(C)C)cc3C(C2)[NH3+])C)OC,2.104,0.994,1,44,0,17.7,0,1,596 ± 70*,477 ± 75*
,O=C(Nc1cc2[nH]c(-c3cn(C)nc3)c3c2c(C(=O)NN=C3)c1)[C@H]([NH3+])C1CCCCC1,2.105,0.658,0,98,1,38.5,1,1,594 ± 50*,1283 ± 54*
,O=C([C@]1([C@@]2([H])[C@@](CCC1)(C)c3ccc(C(C)C)c(C[NH3+])c3CC2)C)OC,2.106,0.996,1,54,0,17.7,0,1,591 ± 28*,710 ± 56*
,O=C(NC(c1ccccc1)c1ccccc1)C[NH3+],2.107,0.676,0,64,0,23.4,1,1,572 ± 30*,931 ± 90*
,[NH3+][C@@]1(C)[C@H]2[C@@](C)([C@H]3C(C=C(C(C)C)CC3)=CC2)CCC1,2.108,0.999,1,26,0,17.7,0,1,569 ± 54*,28 ± 6
,Fc1ccc2c(/C(C(N2)=O)=C/C3=C(OC)C=CN3)c1C#C[C@H]([C@H]([C@@H](C)O)[NH3+])O,2.109,0.863,0,85,1,29.1,1,1,563 ± 48*,1264 ± 58*
,FC(F)(c1ccc(OC(c2ccccc2)CC[NH3+])cc1)F,2.11,0.996,1,53,0,17.7,0,1,547 ± 12*,936 ± 203*
,O=C(N)c1c(Nc2nc(C(O)(C)C)ccc2)cc(N[C@H]2[C@@H]([NH3+])CCCC2)nn1,2.111,0.999,1,119,1,46.9,1,1,529 ± 37*,812 ± 94*
,FC(F)(F)c1n2c(nn1)CN(C(=O)C[C@H]([NH3+])Cc1c(F)cc(F)c(F)c1)CC2,2.112,0.91,0,64,0,17.7,0,1,514 ± 28*,275 ± 9
,O=C(NCC)[C@H]1c2c(C)cccc2[C@@H]2[C@@]31C[C@H]([NH3+])[C@](C)(C3)CC2,2.113,0.999,1,51,0,23.4,1,1,508 ± 10*,127 ± 10
,O=C(N[C@H]1[C@H](OC(CC)CC)C=C(C(=O)NCC[NH3+])C[C@@H]1[NH3+])C,2.114,1.849,1,119,1,46.9,1,1,505 ± 17*,895 ± 2*
,O=C(N)c1c(Nc2nc(CC)ccc2)cc(N[C@H]2[C@@H]([NH3+])CCCC2)nn1,2.115,1.052,1,109,1,46.9,1,1,500 ± 20*,724 ± 58*
,[NH3+]Cc1cccc(CC2N(CC[NH2+]C2)c3ccc4[nH]ncc4c3)c1,2.116,1.968,1,112,1,23.4,1,1,500 ± 112*,621 ± 55*
,[NH3+]Cc1ccc(C(C)(C)C)cc1,2.117,0.996,1,39,0,17.7,0,1,498 ± 54*,726 ± 19*
,O=C(OC)[C@H]1c2c(C)cccc2[C@@H]2[C@@]31CC(=O)[C@](C[NH3+])(C3)CC2,2.118,0.987,1,62,0,17.7,0,1,496 ± 12*,320 ± 29*
,Clc1ccc(C(NC(C2CCCCC2)C[NH3+])=O)cc1NC(C(C(N3)=O)=Cc4c3nc(OC)nc4)=O,2.119,0.744,0,136,1,34.8,1,1,491 ± 10*,317 ± 4*
,O=C1N(c2c(C(C)=C1)cc3c4c2OCC(N4C(C=C3C)=O)C[NH3+])C,2.12,0.885,0,68,0,17.7,0,1,484 ± 91*,1114 ± 135*
,O=C1Oc2c(C)c3oc(C)c(C[NH3+])c3cc2C(C)=C1,2.121,0.99,1,54,0,17.7,0,1,476 ± 36*,817 ± 203*
,O=[S@@H0]1c2c(cccc2)CN(c2[nH+]c3c(c(NCC4([NH3+])COC4)c2)cc(C)cc3)CC1,2.122,1.157,1,144,1,29.1,1,1,467 ± 25*,826 ± 117*
,[NH3+]C[C@@H]1[C@@]2([H])OC[C@@H](OS(c3ccc(c4ccccc4)cc3)(=O)=O)[C@@]2([H])OC1,2.123,0.989,1,51,0,17.7,0,1,453 ± 39*,1290 ± 76*
,O=C(N)c1c(Nc2nc(C)c(C)cc2)cc(N[C@H]2[C@@H]([NH3+])CCCC2)nn1,2.124,1.06,1,109,1,46.9,1,1,451 ± 34*,840 ± 76*
,[NH3+]C1CCC(Nc2nc(-n3nnc4c3cccc4)ccn2)CC1,2.125,1.0,1,74,0,23.4,1,1,439 ± 7*,540 ± 27*
,Clc1cccc(NC(c2ccc(CC(CC3)[NH3+])c3c2)=O)c1,2.126,0.998,1,51,0,23.4,1,1,438 ± 15*,1871 ± 75*
,Clc1ccc(-c2nc([C@@H]3[C@H](F)[C@@H](C[NH3+])O3)on2)cc1,2.127,0.92,0,78,0,17.7,0,1,429 ± 13*,2161 ± 133*
,S(=O)(=O)(c1cc2c([C@H](C[NH3+])CCC2)cc1)c1ccccc1,2.128,0.998,1,46,0,17.7,0,1,425 ± 25*,539 ± 10*
,Fc1c(C=2S[C@](CCC[NH3+])(N(C(=O)N(OC)C)N=2)c2ccccc2)cc(F)cc1,2.129,0.999,1,65,0,17.7,0,1,422 ± 22*,99 ± 3
,[NH3+]Cc1c(C(C)C)cc(CC[C@]2([H])[C@]3(C)CCC[C@]2(CO)C)c3c1,2.13,0.996,1,49,0,17.7,0,1,414 ± 20*,196 ± 29
,FC(F)(C(CCNc1cc(N2Cc3ccccc3S(=O)(CC2)=O)[nH+]c4ccc(C)cc14)N)F,2.131,0.619,0,108,1,11.4,0,1,413 ± 40*,154 ± 4
,Fc1ccc(-c2ccc(C[NH3+])cc2)cc1,2.132,0.996,1,39,0,17.7,0,1,408 ± 3*,894 ± 43*
,Clc1ccc(N2CC(CC2)[NH3+])c(NC(c3cnn4c3N=CC=C4)=O)c1,2.133,0.992,1,94,1,23.4,1,1,406 ± 8*,796 ± 59*
,O=S(Nc1ccc(C(CCC2)C[NH3+])c2c1)(c3cccc(F)c3)=O,2.134,0.222,0,58,0,25.8,1,1,403 ± 13*,494 ± 2*
,S(=O)(=O)(NCCCCCC[NH3+])c1c2c(ccc1)cccc2,2.135,0.999,1,58,0,25.8,1,1,399 ± 63*,108 ± 17
,O(C)c1cc2c([C@@H]3SC(=O)N4[C@H]3C[C@@H]([C@@H](C=C)C[NH3+])CC4)ccnc2cc1,2.136,1.044,1,64,0,17.7,0,1,399 ± 79*,458 ± 58*
,O=S1c2ccccc2CN(CC1)c3nc(NCC4(COC4)[NH3+])c5ccccc5n3,2.137,1.196,1,159,1,29.1,1,1,388 ± 6*,3066 ± 366*
,[NH3+]CCC(c1ccccc1)c2ccccc2,2.138,0.999,1,17,0,0,0,1,364 ± 45*,61 ± 3
,FC(F)(F)c1n2c(nn1)CN(C(=O)C[C@H](NC(=O)C[NH3+])Cc1c(F)cc(F)c(F)c1)CC2,2.139,0.682,0,99,1,23.4,1,1,359 ± 40*,42 ± 5
,O=C(OC[C@]12C(=O)C[C@@]3([C@@H](C(=O)OC)c4c(C)cccc4[C@H]3CC1)C2)CN,2.14,0.163,0,55,0,0,0,1,353 ± 83*,328 ± 56
,[NH3+]CC(c1ccccc1)c1ccccc1,2.141,0.997,1,39,0,17.7,0,1,351 ± 28*,1155 ± 85*
,[NH3+]C(c1ccccc1)c1ccccc1,2.142,0.987,1,29,0,17.7,0,1,346 ± 18*,415 ± 21*
,O=C(OCC1c2c(-c3c1cccc3)cccc2)N1CCC([NH3+])CC1,2.143,0.994,1,48,0,17.7,0,1,337 ± 23*,1181 ± 33*
,Fc1cc(C(c2ccccc2)CC[NH3+])cc3c1n(C)cc3C#N,2.144,0.999,1,59,0,17.7,0,1,332 ± 10*,911 ± 60*
,OCCCOc1cccc(C(C[NH3+])O)c1,2.145,0.991,1,65,0,17.7,0,1,330 ± 12*,1731 ± 82*
,FC(F)(F)c1n2c(nn1)CN(C(=O)C[C@H](NC(=O)CC[NH3+])Cc1c(F)cc(F)c(F)c1)CC2,2.146,0.98,0,99,1,23.4,1,1,323 ± 6*,268 ± 22
,O=C(C[NH3+])NCC(c1cc(OC)ccc1OC)O,2.147,0.683,0,76,0,23.4,1,1,322 ± 4*,244 ± 15
,O[C@@]12C(=C)C[C@]3([C@@H]([NH3+])c4c(C)cccc4[C@H]3CC1)C2,2.148,0.992,1,39,0,17.7,0,1,320 ± 37,756 ± 94*
,O=C(O[C@@]12C(=C)C[C@]3([C@@H](C[NH3+])c4c(C)cccc4[C@H]3CC1)C2)C,2.149,0.998,1,54,0,17.7,0,1,317 ± 43,922 ± 46*
,F[C@@H]([C@H](O)C(F)(F)F)[C@@](N)(C)c1c(F)ccc(NC(=O)c2c(C)cc(C#N)cn2)n1,2.15,0.063,0,102,1,5.7,0,1,307 ± 129,132 ± 23
,O=C(OC)[C@@]1(C)[C@@H]2[C@@](C)(c3c(cc(C(C)C)c(C[NH3+])c3)CC2)CCC1,2.151,0.996,1,54,0,17.7,0,1,305 ± 3*,749 ± 23*
,FC(F)(c1ccc(CNC(c2ccc(CC(CC3)[NH3+])c3c2)=O)cc1)F,2.152,0.998,1,73,0,23.4,1,1,304 ± 20*,944 ± 56*
,Cc1ccc(S(O[C@@H]2CO[C@@]3([H])[C@]2([H])OC[C@@H]3C[NH3+])(=O)=O)cc1,2.153,0.989,1,51,0,17.7,0,1,301 ± 31*,632 ± 33*
,O=C(Nc1cc2OC[C@H]([NH3+])Cc2cc1)c1c(C)c(OCC)n[nH]1,2.154,0.965,0,76,0,23.4,1,1,287 ± 2,899 ± 55*
,O=C1N(C)c2c(cc(-c3c4c([C@H]([NH3+])CCC4)cnc3)cc2)CC1,2.155,0.983,1,42,0,17.7,0,1,287 ± 17,437 ± 28*
,[NH3+][C@@H]1[C@@]2([H])OC[C@@H](OS(c3ccc(c4ccccc4)cc3)(=O)=O)[C@@]2([H])OC1,2.156,0.836,0,41,0,17.7,0,1,282 ± 37,1965 ± 108*
,O(C)c1c(C[NH3+])ccc(OC)c1,2.157,0.99,1,39,0,17.7,0,1,279 ± 7,206 ± 22
,[NH3+][C@@H]1[C@@]2([H])OC[C@@H](OS(c3ccccc3)(=O)=O)[C@@]2([H])OC1,2.158,0.837,0,41,0,17.7,0,1,278 ± 31,616 ± 30*
,O=S(c1cc2c([C@@H](CCC2)C[NH3+])cc1)(C3=NC=CN3C)=O,2.159,0.997,1,46,0,17.7,0,1,274 ± 55,276 ± 34
,O=C(NCC(C)C)[C@H]1c2c(C)cccc2[C@@H]2[C@@]31C[C@H]([NH3+])[C@](C)(C3)CC2,2.16,0.999,1,51,0,23.4,1,1,270 ± 5,67 ± 1
,Clc1c(-c2n(C)ncc2Cl)cc(C(=O)N[C@H](C[NH3+])Cc2cc(F)c(F)cc2)o1,2.161,0.984,1,75,0,23.4,1,0,259 ± 22,104 ± 9
,FC(F)(F)c1cnc(Nc2cc3c(cc2)C[C@@H]([NH3+])CC3)nc1,2.162,0.998,1,62,0,.23.4,1,0,257 ± 26,1092 ± 62*
,O[C@@H]([C@@H]([NH3+])C)c1cc(O)c(O)cc1,2.163,0.961,0,65,0,17.7,0,0,253 ± 4,462 ± 11*
,O=C(N(CC)CC)[C@]1([C@@H](C[NH3+])C1)c1ccccc1,2.164,0.997,1,52,0,17.7,0,0,251 ± 5,445 ± 29
,O=C(Nc1cc2OC[C@H]([NH3+])Cc2cc1)c1c(C)c(CC)[nH]n1,2.165,0.974,0,70,0,23.4,1,0,245 ± 7,555 ± 38*
,O=C1[C@]2(C)[C@@H](O)[C@H](O1)C=C1[C@H]2[C@H]([NH3+])[C@@]23[C@H]1CC[C@@](O)(C(=C)C2)C3,2.166,0.987,1,69,0,17.7,0,0,242 ± 5,330 ± 78*
,O=C1N(CC[NH3+])N=C(c2cc3c(cc2)CCC3)c2c1cccc2,2.167,0.882,0,59,0,17.7,0,0,242 ± 19,282 ± 4*
,S(=O)(=O)(c1c([O-])c2c([C@H](C[NH3+])CCC2)cc1)c1cc(F)ccc1,2.168,0.747,0,46,0,17.7,0,0,241 ± 25,402 ± 113*
,[NH3+][C@@H]1[C@@]2([H])OC[C@@H](OCc3ccccc3)[C@@]2([H])OC1,2.169,0.889,0,44,0,17.7,0,0,240 ± 18,552 ± 12*
,Nc1ccc(S(O[C@@H]2CO[C@@]3([H])[C@]2([H])OC[C@@H]3[NH3+])(=O)=O)cc1,2.17,0.837,0,58,0,35.5,1,0,235 ± 17,331 ± 68
,S(=O)(=O)(NCC[NH3+])c1c2c(cncc2)ccc1,2.171,0.99,1,58,0,25.8,1,0,235 ± 38,316 ± 12*
,O(C)c1c(OC)ccc(CC[NH3+])c1,2.172,0.998,1,39,0,17.7,0,0,233 ± 17,255 ± 19
,O=S(C1=CC=CC=C1)(c2ccc([C@@H](CCC3)C[NH3+])c3c2)=O,2.173,0.998,1,46,0,17.7,0,0,232 ± 4,245 ± 4
,O[C@@H](CC[NH3+])C[C@@H](CC[C@H]1[C@H](C=CC2=C[C@H](C)C[C@H](O)[C@@]21[H])C)O,2.174,0.998,1,70,0,17.7,0,0,231 ± 13,323 ± 60
,Clc1ccc(-c2ccc(C[NH3+])cc2)cc1,2.175,0.996,1,39,0,17.7,0,0,231 ± 24,525 ± 115*
,O=C(N[C@@H](C(=O)N1C[C@](C(=O)N(N(C)C)C)(Cc2ccccc2)CCC1)Cc1c2c([nH]c1)cccc2)C([NH3+])(C)C,2.176,0.852,0,85,1,29.1,1,0,226 ± 12,426 ± 7*
,O=C1N(c2ccc(c3cncc(C[NH3+])c3)cc2CC1)C,2.177,0.979,0,30,0,0,0,0,225 ± 7,301 ± 11
,COc(c1)ccc2c1c([C@@H]([C@H]3[N@](C[C@@H]4C=C)CC[C@H]4C3)N)ccn2,2.178,1.132,1,65,0,0,0,0,224 ± 11,167 ± 12
,Clc1ccc(C(N(C2)c3cncc4c3CCCC4[NH3+])=O)c2c1,2.179,0.984,1,55,0,17.7,0,0,222 ± 11,500 ± 10*
,O=C(N[C@H]1[C@H](OC(CC)CC)C=C(C(=O)OCC)C[C@@H]1[NH3+])C,2.18,0.82,0,73,0,23.4,1,0,218 ± 3,83 ± 11
,[NH3+][C@@H]1[C@@]2([H])OC[C@@H](OS(=O)(c3ccc(Br)cc3)=O)[C@@]2([H])OC1,2.181,0.836,0,41,0,17.7,0,0,217 ± 3,1647 ± 108*
,O(CC)c1ccc(/C=C\2/C(=O)N(CC[NH3+])C(=O)S/2)cc1,2.182,0.915,0,67,0,17.7,0,0,217 ± 29,140 ± 18
,F[C@@H]1[C@@H](C[NH3+])O[C@@H]1c1onc(-c2ccccc2)n1,2.183,0.92,0,78,0,17.7,0,0,213 ± 1,1867 ± 127*
,O(C)c1cc(Nc2cc3c(cc2)C[C@@H]([NH3+])CC3)ccc1,2.184,0.998,1,38,0,23.4,1,0,213 ± 39,1040 ± 77*
,S(=O)(=O)(c1cc(F)c2[C@H](C[NH3+])CCCc2c1)c1cc(F)ccc1,2.185,0.997,1,46,0,17.7,0,0,212 ± 3,541 ± 136*
,O=S1c2ccccc2CN(CC1)c(nc3NCC4(COC4)[NH3+])nc5c3sc(C)c5,2.186,1.406,1,151,1,23.4,1,0,212 ± 16,549 ± 6*
,O=C1N(c2cnc(C[NH3+])nc2)c2c(C1(C)C)ccc(-c1cnc(C)nc1)c2,2.187,0.908,0,74,0,17.7,0,0,193 ± 3,130 ± 1
,O=[S@H0]1c2c(cccc2)CN(c2nc(NCC3([NH3+])COC3)c3sccc3n2)CC1,2.188,1.403,1,151,1,23.4,1,0,191 ± 5,275 ± 51
,O=C1N(C)C(=O)C=CN1Cc1c(C[NH3+])cccc1,2.189,0.994,1,83,1,17.7,0,0,185 ± 14,294 ± 0
,O=S(N(c1ccc(C(CCC2)C[NH3+])c2c1)C)(c3cccc(F)c3)=O,2.19,0.999,1,49,0,17.7,0,0,182 ± 20,231 ± 30
,FC(F)(F)c1ccc(/C(=N\OCC[NH3+])/CCCCOC)cc1,2.191,0.952,0,55,0,17.7,0,0,168 ± 5,n.d.
,O=C([C@H](C(C)C)[NH3+])O[C@H]1[C@@H](C[NH+]2[C@@](C1)([H])c3cc(OC)c(OC)cc3CC2)CC(C)C,2.192,1.257,1,73,0,0,0,0,167 ± 20,119 ± 21
,N#C[C@H]1N(C([C@H]([C@]2(C[C@@H](C3)C4)C[C@]4(O)C[C@@H]3C2)[NH3+])=O)[C@@H](C5)[C@@H]5C1,2.193,0.704,0,76,0,17.7,0,0,163 ± 18,205 ± 12
,Cc1ccc(S(O[C@@H]2CO[C@@]3([H])[C@]2([H])OC[C@@H]3[NH3+])(=O)=O)cc1,2.194,0.837,0,41,0,17.7,0,0,163 ± 39,877 ± 29*
,[NH3+]C1c2cncc(c3ccc(C#N)cc3)c2CCC1,2.195,0.98,0,49,0,17.7,0,0,161 ± 12,929 ± 39*
,O(CC[NH3+])c1cc(-c2cc3c(N(C)C(=O)CC3)cc2)cnc1,2.196,0.986,1,52,0,17.7,0,0,158 ± 14,370 ± 21*
,O=C1[C@@]2([C@](CC1)([H])[C@@]3([H])[C@@](CC2)([H])c4ccc(C[NH3+])cc4CC3)C,2.197,0.996,1,48,0,17.7,0,0,148 ± 11,208 ± 28
,O=C1N(c2ccc(c3cncc(O[C@H]4CCC(CC4)[NH3+])c3)cc2CC1)C,2.198,1.003,1,42,0,17.7,0,0,146 ± 2,222 ± 7
,OC1=C(OC)C=CC2=C1[C@@]3(CC[N@H+]4C)[C@@](C[C@@H](OC)[C@H]([NH3+])C3)([H])[C@@H]4C2,2.199,1.966,1,88,1,17.7,0,0,141 ± 4,256 ± 11
,O=C(N[C@@H]1C(=O)N(C(C)C)c2c(OC31CCOCC3)cccc2)[C@@H]([NH3+])C,2.2,0.734,0,70,0,23.4,1,0,137 ± 11,17 ± 0
,Fc1c(N2CCOCC2)ccc(N2C(=O)O[C@@H](C[NH3+])C2)c1,2.201,0.883,0,85,1,17.7,0,0,136 ± 2,658 ± 42*
,[NH3+][C@@H](c1ccccc1)[C@H](C2=CC=CC=C2)NS(=O)([C@]3(C4(C)C)CC[C@@H]4CC3=O)=O,2.202,0.988,1,59,0,25.8,1,0,135 ± 3,53 ± 4
,O=C([C@@H](C[C@@H]([C@H](C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)[NH3+])O)C(C)C)NCC(C)(C)C(N)=O,2.203,0.995,1,91,1,41.2,1,0,132 ± 15,43 ± 1
,O=C1[C@@H](C)[C@H]2[C@@H](O1)c1c(C)c(C[NH3+])cc(C)c1CC2,2.204,0.995,1,59,0,17.7,0,0,131 ± 67,272 ± 18
,O=C(OC)[C@H]1c2c(C)cccc2[C@]2([NH3+])[C@]31C[C@@H](C)[C@@](O)(C3)CC2,2.205,0.978,0,51,0,17.7,0,0,130 ± 6,221 ± 26
,FC(F)(F)c1nc(C(=O)Nc2cc3c(cc2)C[C@H]([NH3+])CC3)cc(C)n1,2.206,0.998,1,78,0,23.4,1,0,119 ± 27,142 ± 11
,O(C)c1c(OC)cc2c([C@H]3N(C[C@H](N4C(=O)OCC4)[C@@H]([NH3+])C3)CC2)c1,2.207,1.175,1,54,0,17.7,0,0,118 ± 7,125 ± 2
,Clc1ccc([C@@H](NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCO)cc1,2.208,0.613,0,120,1,5.7,0,0,114 ± 2,135 ± 9
,O=C1N(c2ccc(c3cncc(C4(CC4)[NH3+])c3)cc2CC1)C,2.209,0.979,0,52,0,17.7,0,0,113 ± 1,495 ± 96
,O=C(OC)[C@H]1c2c(C)cccc2[C@]2([NH3+])[C@]31C[C@H](C)[C@@](O)(C3)CC2,2.21,0.978,0,51,0,17.7,0,0,113 ± 18,215 ± 53
,Fc1cc(CN2C(=O)N(C)C(=O)C=C2N2C[C@H]([NH3+])CCC2)c(C#N)cc1,2.211,1.89,1,130,1,17.7,0,0,105 ± 3,189 ± 7
