Structure,SMILES,SI Table numbers/name,Formal charge,Formal charge Class,Q_vsa_Ppos,Q_vsa_Ppos Class,vsa_don,vsa_don Class,PA Accum Class,PA Accum,EC accum
,O=S(C)(n1cc(CN(C2)[C@@H]3C[C@@H]([C@H](OC3)c4c(F)ccc(F)c4)[NH3+])c2n1)=O,2.212,1.229,1,82,1,17.7,0,0,99 ± 7,223 ± 6
,Clc1nc(Cl)cc(C(=O)Nc2cc3OC[C@H]([NH3+])Cc3cc2)c1,2.213,0.973,0,69,0,23.4,1,0,97 ± 26,1369 ± 164*
,O=C(N[C@@H](C1)[C@H](CN2[C@@H]1c3cc(OC)c(OC)cc3CC2)[NH3+])OC(C)(C)C,2.214,0.992,1,63,0,23.4,1,0,92 ± 1,267 ± 7
,O=C(Nc1c2c(nc(N3Cc4c(S(=O)(=O)CC3)cccc4)c1)ccc(C)c2)C([NH3+])(C)C,2.215,1.362,1,98,1,23.4,1,0,92 ± 6,273 ± 4
,S(CC(=O)O[C@H]1[C@]2(C)[C@H](C)CC[C@]3([C@@H](C)[C@H](O)[C@@](C=C)(C)C1)[C@H]2C(=O)CC3)CC[NH3+],2.216,0.998,1,73,0,17.7,0,0,88 ± 4,20 ± 5
,FC(F)(F)c1nc(C(=O)Nc2cc3OC[C@@H]([NH3+])Cc3cc2)cc(C)n1,2.217,0.973,0,78,0,23.4,1,0,87 ± 3,208 ± 4
,O=C1N(Cc2c(C#N)cccc2)C(N2C[C@H]([NH3+])CCC2)=CC(=O)N1C,2.218,1.89,1,130,1,17.7,0,0,86 ± 10,141 ± 9
,O(C)[C@H]1[C@@H](C[NH3+])O[C@@H]1c1onc(-c2ccccc2)n1,2.219,0.963,0,78,0,17.7,0,0,83 ± 0,907 ± 142*
,O=C(N[C@@H]1[C@@H]([NH3+])C[C@@H]2N(C1)CCc1c2cc(OC)c(OC)c1)C1CC1,2.22,1.25,1,57,0,23.4,1,0,81 ± 3,99 ± 2
,FC(F)(c1c(C(CC(C)(C2)C)=O)c2n(c3ccc(C(N)=O)c(N[C@H]4CC[C@@H](CC4)OC(CN)=O)c3)n1)F,2.221,0.183,0,91,1,23.4,1,0,79 ± 8,63 ± 6
,O=C1N(Cc2nc(C)c3c(n2)cccc3)C(=O)c2n(CC#CC)c(N3C[C@H]([NH3+])CCC3)nc2N1C,2.222,0.991,1,157,1,17.7,0,0,74 ± 4,110 ± 5
,Clc(c1)ccc2c1nc(CN3C(C4(CC4)c5ccncc53)=O)n2CC6(COC6)[NH3+],2.223,0.448,0,80,1,0,0,0,74 ± 4,97 ± 2
,O=C(O[C@H]1[C@]2(C)[C@H](C)CC[C@]3([C@@H](C)[C@H](O)[C@@](C=C)(C)C1)[C@H]2C(=O)CC3)CN,2.224,0.177,0,51,0,0,0,0,74 ± 7,154 ± 18
,O=C1N(C)c2c(cc(-c3cc([C@H]([NH3+])C)cnc3)cc2)CC1,2.225,0.985,1,42,0,17.7,0,0,72 ± 1,258 ± 28
,Clc1cc(c2cc3c(C(CC3)NC(C4(CC4)[NH3+])=O)nc2)c(c5nnn(C)n5)c(F)c1,2.226,0.772,0,63,0,23.4,1,0,72 ± 8,87 ± 5
,FC(F)(F)c1nc(C(=O)Nc2cc3OC[C@H]([NH3+])Cc3cc2)cc(C)n1,2.227,0.973,0,78,0,23.4,1,0,71 ± 6,127 ± 8
,CC([C@@H](C(OC[C@@H](OCn1c2c(C(NC(N)=N2)=O)nc1)CO)=O)[NH3+])C,2.228,0.352,0,119,1,23.4,1,0,70 ± 7,165 ± 9
,O=C1[C@]2(C)C[C@]3([C@@H]([NH3+])c4c(C)cccc4[C@H]3CC2)C1,2.229,0.989,1,37,0,17.7,0,0,61 ± 8,515 ± 50*
,Fc1c(F)cccc1[C@H]1[C@H]([NH3+])c2c([C@H](OC(=O)N3CCC(N4C(=O)Nc5ncccc45)CC3)CC1)nccc2,2.23,0.888,0,94,1,23.4,1,0,50 ± 2,86 ± 16
,CC([C@@H](C(OCCOCn1c2c(C(NC(N)=N2)=O)nc1)=O)[NH3+])C,2.231,0.36,0,109,1,23.4,1,0,44 ± 5,141 ± 6
,Clc1nc(Cl)cc(C(=O)Nc2cc3c(cc2)C[C@@H]([NH3+])CC3)c1,2.232,0.998,1,69,0,23.4,1,0,42 ± 13,768 ± 24*
,FC(F)(F)c1cnc(C(=O)Nc2cc3OC[C@H]([NH3+])Cc3cc2)nc1,2.233,0.973,0,71,0,23.4,1,0,39 ± 7,418 ± 24*
,O(C)c1c(OC)cc2c([C@H]3N(C[C@H](n4cccc4)[C@@H]([NH3+])C3)CC2)c1,2.234,1.158,1,32,0,17.7,0,0,33 ± 4,20 ± 2
,O(C)c1c(OC)cc2c([C@H]3N(C[C@H](n4cc(C)cc4)[C@@H]([NH3+])C3)CC2)c1,2.235,1.156,1,32,0,17.7,0,0,23 ± 3,17 ± 1
,O=C(N[C@@H]1C(=O)N(Cc2c(OC)ccc3c2cccc3)c2c(N(C(=O)c3ccc(N)cc3)C1)cccc2)[C@@H]([NH3+])C,2.236,0.737,0,110,1,41.2,1,0,14 ± 0,11 ± 0
,NCC(O[C@H]1[C@@]2([H])OC[C@@H](OS(=O)(c3ccc(Br)cc3)=O)[C@@]2([H])OC1)=O,2.237,0.135,0,43,0,0,0,0,2 ± 1,10 ± 1
,O(C)[C@H]1[C@@H](C[NH3+])O[C@@H]1c1onc(-c2ccncc2)n1,2.238,0.996,1,78,0,17.7,0,0,0 ± 0,14 ± 5
,CC(O[C@@H]1CO[C@@]2([H])[C@]1([H])OC[C@@H]2[NH3+])=O,2.239,0.859,0,44,0,17.7,0,0,0 ± 0,372 ± 3*
,NCC(O[C@@H]1CO[C@@]2([H])[C@]1([H])OC[C@@H]2[NH3+])=O,2.24,0.993,1,61,0,17.7,0,0,0 ± 0,23 ± 0
,FC(F)(F)c1nc(C(=O)Nc2cc3OC[C@H]([NH3+])Cc3cc2)cc(C)n1,2.227,0.973,0,78,0,23.4,1,0,71 ± 6,127 ± 8
,COc(c1)ccc2c1c([C@@H]([C@H]3[N@](C[C@@H]4C=C)CC[C@H]4C3)N)ccn2,2.178,1.132,1,65,0,0,0,0,224 ± 11,167 ± 12
,O=C1N(Cc2c(C#N)cccc2)C(N2C[C@H]([NH3+])CCC2)=CC(=O)N1C,2.218,1.89,1,130,1,17.7,0,0,86 ± 10,141 ± 9
,Clc1ccc([C@@H](NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCO)cc1,2.208,0.613,0,120,1,5.7,0,0,114 ± 2,135 ± 9
,O(C)c1c(OC)cc2c([C@H]3N(C[C@H](n4cccc4)[C@@H]([NH3+])C3)CC2)c1,2.234,1.158,1,32,0,17.7,0,0,33 ± 4,20 ± 2
,N#C[C@H]1N(C([C@H]([C@]2(C[C@@H](C3)C4)C[C@]4(O)C[C@@H]3C2)[NH3+])=O)[C@@H](C5)[C@@H]5C1,2.193,0.704,0,76,0,17.7,0,0,163 ± 18,205 ± 12
,O(C)c1c(OC)cc2c([C@H]3N(C[C@H](N4C(=O)OCC4)[C@@H]([NH3+])C3)CC2)c1,2.207,1.175,1,54,0,17.7,0,0,118 ± 7,125 ± 2
,O=S1c2ccccc2CN(CC1)c(nc3NCC4(COC4)[NH3+])nc5c3sc(C)c5,2.186,1.406,1,151,1,23.4,1,0,212 ± 16,549 ± 6*
,CC(O[C@@H]1CO[C@@]2([H])[C@]1([H])OC[C@@H]2[NH3+])=O,2.239,0.859,0,44,0,17.7,0,0,0 ± 0,372 ± 3*
,O=C1[C@@]2([C@](CC1)([H])[C@@]3([H])[C@@](CC2)([H])c4ccc(C[NH3+])cc4CC3)C,2.197,0.996,1,48,0,17.7,0,0,148 ± 11,208 ± 28
,O=C1[C@]2(C)C[C@]3([C@@H]([NH3+])c4c(C)cccc4[C@H]3CC2)C1,2.229,0.989,1,37,0,17.7,0,0,61 ± 8,515 ± 50*
,O=C(OC)[C@H]1c2c(C)cccc2[C@]2([NH3+])[C@]31C[C@H](C)[C@@](O)(C3)CC2,2.21,0.978,0,51,0,17.7,0,0,113 ± 18,215 ± 53
,S(CC(=O)O[C@H]1[C@]2(C)[C@H](C)CC[C@]3([C@@H](C)[C@H](O)[C@@](C=C)(C)C1)[C@H]2C(=O)CC3)CC[NH3+],2.216,0.998,1,73,0,17.7,0,0,88 ± 4,20 ± 5
,CC([C@@H](C(OC[C@@H](OCn1c2c(C(NC(N)=N2)=O)nc1)CO)=O)[NH3+])C,2.228,0.352,0,119,1,23.4,1,0,70 ± 7,165 ± 9
,O[C@@H]([C@@H]([NH3+])C)c1cc(O)c(O)cc1,2.163,0.961,0,65,0,17.7,0,0,253 ± 4,462 ± 11*
,O=C(N[C@@H]1C(=O)N(C(C)C)c2c(OC31CCOCC3)cccc2)[C@@H]([NH3+])C,2.2,0.734,0,70,0,23.4,1,0,137 ± 11,17 ± 0
,FC(F)(F)c1nc(C(=O)Nc2cc3OC[C@H]([NH3+])Cc3cc2)cc(C)n1,2.227,0.973,0,78,0,23.4,1,0,71 ± 6,127 ± 8
,Clc1ccc([C@@H](NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCO)cc1,2.208,0.613,0,120,1,5.7,0,0,114 ± 2,135 ± 9
,O=C1N(Cc2nc(C)c3c(n2)cccc3)C(=O)c2n(CC#CC)c(N3C[C@H]([NH3+])CCC3)nc2N1C,2.222,0.991,1,157,1,17.7,0,0,74 ± 4,110 ± 5
,O=C1N(c2ccc(c3cncc(C4(CC4)[NH3+])c3)cc2CC1)C,2.209,0.979,0,52,0,17.7,0,0,113 ± 1,495 ± 96
,S(=O)(=O)(c1c([O-])c2c([C@H](C[NH3+])CCC2)cc1)c1cc(F)ccc1,2.168,0.747,0,46,0,17.7,0,0,241 ± 25,402 ± 113*
,Clc1nc(Cl)cc(C(=O)Nc2cc3OC[C@H]([NH3+])Cc3cc2)c1,2.213,0.973,0,69,0,23.4,1,0,97 ± 26,1369 ± 164*
,O=[S@H0]1c2c(cccc2)CN(c2nc(NCC3([NH3+])COC3)c3sccc3n2)CC1,2.188,1.403,1,151,1,23.4,1,0,191 ± 5,275 ± 51
,[NH3+]C1c2cncc(c3ccc(C#N)cc3)c2CCC1,2.195,0.98,0,49,0,17.7,0,0,161 ± 12,929 ± 39*
,NCC(O[C@H]1[C@@]2([H])OC[C@@H](OS(=O)(c3ccc(Br)cc3)=O)[C@@]2([H])OC1)=O,2.237,0.135,0,43,0,0,0,0,2 ± 1,10 ± 1
,Fc1c(N2CCOCC2)ccc(N2C(=O)O[C@@H](C[NH3+])C2)c1,2.201,0.883,0,85,1,17.7,0,0,136 ± 2,658 ± 42*
,O=C(N(CC)CC)[C@]1([C@@H](C[NH3+])C1)c1ccccc1,2.164,0.997,1,52,0,17.7,0,0,251 ± 5,445 ± 29
,Fc1c(F)cccc1[C@H]1[C@H]([NH3+])c2c([C@H](OC(=O)N3CCC(N4C(=O)Nc5ncccc45)CC3)CC1)nccc2,2.23,0.888,0,94,1,23.4,1,0,50 ± 2,86 ± 16
,O=C1N(C)c2c(cc(-c3cc([C@H]([NH3+])C)cnc3)cc2)CC1,2.225,0.985,1,42,0,17.7,0,0,72 ± 1,258 ± 28
,O=C(N[C@@H]1C(=O)N(Cc2c(OC)ccc3c2cccc3)c2c(N(C(=O)c3ccc(N)cc3)C1)cccc2)[C@@H]([NH3+])C,2.236,0.737,0,110,1,41.2,1,0,14 ± 0,11 ± 0
,[NH3+]C1c2cncc(c3ccc(C#N)cc3)c2CCC1,2.195,0.98,0,49,0,17.7,0,0,161 ± 12,929 ± 39*
,O(C)[C@H]1[C@@H](C[NH3+])O[C@@H]1c1onc(-c2ccccc2)n1,2.219,0.963,0,78,0,17.7,0,0,83 ± 0,907 ± 142*
,S(=O)(=O)(NCC[NH3+])c1c2c(cncc2)ccc1,2.171,0.99,1,58,0,25.8,1,0,235 ± 38,316 ± 12*
,F[C@@H]1[C@@H](C[NH3+])O[C@@H]1c1onc(-c2ccccc2)n1,2.183,0.92,0,78,0,17.7,0,0,213 ± 1,1867 ± 127*
,O(C)[C@H]1[C@@H](C[NH3+])O[C@@H]1c1onc(-c2ccncc2)n1,2.238,0.996,1,78,0,17.7,0,0,0 ± 0,14 ± 5
,Clc1ccc(C(N(C2)c3cncc4c3CCCC4[NH3+])=O)c2c1,2.179,0.984,1,55,0,17.7,0,0,222 ± 11,500 ± 10*
,O=C(N[C@@H](C(=O)N1C[C@](C(=O)N(N(C)C)C)(Cc2ccccc2)CCC1)Cc1c2c([nH]c1)cccc2)C([NH3+])(C)C,2.176,0.852,0,85,1,29.1,1,0,226 ± 12,426 ± 7*
,O=[S@H0]1c2c(cccc2)CN(c2nc(NCC3([NH3+])COC3)c3sccc3n2)CC1,2.188,1.403,1,151,1,23.4,1,0,191 ± 5,275 ± 51
,FC(F)(F)c1ccc(/C(=N\OCC[NH3+])/CCCCOC)cc1,2.191,0.952,0,55,0,17.7,0,0,168 ± 5,n.d.
,Clc1nc(Cl)cc(C(=O)Nc2cc3OC[C@H]([NH3+])Cc3cc2)c1,2.213,0.973,0,69,0,23.4,1,0,97 ± 26,1369 ± 164*
,CC([C@@H](C(OCCOCn1c2c(C(NC(N)=N2)=O)nc1)=O)[NH3+])C,2.231,0.36,0,109,1,23.4,1,0,44 ± 5,141 ± 6
,O=C1N(c2cnc(C[NH3+])nc2)c2c(C1(C)C)ccc(-c1cnc(C)nc1)c2,2.187,0.908,0,74,0,17.7,0,0,193 ± 3,130 ± 1
,O=C1N(CC[NH3+])N=C(c2cc3c(cc2)CCC3)c2c1cccc2,2.167,0.882,0,59,0,17.7,0,0,242 ± 19,282 ± 4*
,Clc1ccc(-c2ccc(C[NH3+])cc2)cc1,2.175,0.996,1,39,0,17.7,0,0,231 ± 24,525 ± 115*
,O=C(N[C@@H]1C(=O)N(Cc2c(OC)ccc3c2cccc3)c2c(N(C(=O)c3ccc(N)cc3)C1)cccc2)[C@@H]([NH3+])C,2.236,0.737,0,110,1,41.2,1,0,14 ± 0,11 ± 0
,O=C(Nc1c2c(nc(N3Cc4c(S(=O)(=O)CC3)cccc4)c1)ccc(C)c2)C([NH3+])(C)C,2.215,1.362,1,98,1,23.4,1,0,92 ± 6,273 ± 4
,Clc1nc(Cl)cc(C(=O)Nc2cc3c(cc2)C[C@@H]([NH3+])CC3)c1,2.232,0.998,1,69,0,23.4,1,0,42 ± 13,768 ± 24*
,FC(F)(F)c1cnc(Nc2cc3c(cc2)C[C@@H]([NH3+])CC3)nc1,2.162,0.998,1,62,0,.23.4,1,0,257 ± 26,1092 ± 62*
,O=C1[C@@H](C)[C@H]2[C@@H](O1)c1c(C)c(C[NH3+])cc(C)c1CC2,2.204,0.995,1,59,0,17.7,0,0,131 ± 67,272 ± 18
,O(C)[C@H]1[C@@H](C[NH3+])O[C@@H]1c1onc(-c2ccccc2)n1,2.219,0.963,0,78,0,17.7,0,0,83 ± 0,907 ± 142*
,S(CC(=O)O[C@H]1[C@]2(C)[C@H](C)CC[C@]3([C@@H](C)[C@H](O)[C@@](C=C)(C)C1)[C@H]2C(=O)CC3)CC[NH3+],2.216,0.998,1,73,0,17.7,0,0,88 ± 4,20 ± 5
,O=S1c2ccccc2CN(CC1)c(nc3NCC4(COC4)[NH3+])nc5c3sc(C)c5,2.186,1.406,1,151,1,23.4,1,0,212 ± 16,549 ± 6*
,Fc1cc(CN2C(=O)N(C)C(=O)C=C2N2C[C@H]([NH3+])CCC2)c(C#N)cc1,2.211,1.89,1,130,1,17.7,0,0,105 ± 3,189 ± 7
,FC(F)(F)c1nc(C(=O)Nc2cc3OC[C@@H]([NH3+])Cc3cc2)cc(C)n1,2.217,0.973,0,78,0,23.4,1,0,87 ± 3,208 ± 4
,O=C(OC)[C@H]1c2c(C)cccc2[C@]2([NH3+])[C@]31C[C@H](C)[C@@](O)(C3)CC2,2.21,0.978,0,51,0,17.7,0,0,113 ± 18,215 ± 53
,O=S(C1=CC=CC=C1)(c2ccc([C@@H](CCC3)C[NH3+])c3c2)=O,2.173,0.998,1,46,0,17.7,0,0,232 ± 4,245 ± 4
,Clc1ccc(C(N(C2)c3cncc4c3CCCC4[NH3+])=O)c2c1,2.179,0.984,1,55,0,17.7,0,0,222 ± 11,500 ± 10*
,FC(F)(F)c1cnc(Nc2cc3c(cc2)C[C@@H]([NH3+])CC3)nc1,2.162,0.998,1,62,0,.23.4,1,0,257 ± 26,1092 ± 62*
,O=S(C)(n1cc(CN(C2)[C@@H]3C[C@@H]([C@H](OC3)c4c(F)ccc(F)c4)[NH3+])c2n1)=O,2.212,1.229,1,82,1,17.7,0,0,99 ± 7,223 ± 6
,O=C(OC)[C@H]1c2c(C)cccc2[C@]2([NH3+])[C@]31C[C@@H](C)[C@@](O)(C3)CC2,2.205,0.978,0,51,0,17.7,0,0,130 ± 6,221 ± 26
,O=C1N(c2ccc(c3cncc(C4(CC4)[NH3+])c3)cc2CC1)C,2.209,0.979,0,52,0,17.7,0,0,113 ± 1,495 ± 96
,FC(F)(F)c1nc(C(=O)Nc2cc3OC[C@@H]([NH3+])Cc3cc2)cc(C)n1,2.217,0.973,0,78,0,23.4,1,0,87 ± 3,208 ± 4
,O=C(OC)[C@H]1c2c(C)cccc2[C@]2([NH3+])[C@]31C[C@H](C)[C@@](O)(C3)CC2,2.21,0.978,0,51,0,17.7,0,0,113 ± 18,215 ± 53
,O=C(N(CC)CC)[C@]1([C@@H](C[NH3+])C1)c1ccccc1,2.164,0.997,1,52,0,17.7,0,0,251 ± 5,445 ± 29
,CC([C@@H](C(OC[C@@H](OCn1c2c(C(NC(N)=N2)=O)nc1)CO)=O)[NH3+])C,2.228,0.352,0,119,1,23.4,1,0,70 ± 7,165 ± 9
,O(C)c1c(OC)ccc(CC[NH3+])c1,2.172,0.998,1,39,0,17.7,0,0,233 ± 17,255 ± 19
,O(CC)c1ccc(/C=C\2/C(=O)N(CC[NH3+])C(=O)S/2)cc1,2.182,0.915,0,67,0,17.7,0,0,217 ± 29,140 ± 18
,O=C(N(CC)CC)[C@]1([C@@H](C[NH3+])C1)c1ccccc1,2.164,0.997,1,52,0,17.7,0,0,251 ± 5,445 ± 29
,O(C)c1c(OC)ccc(CC[NH3+])c1,2.172,0.998,1,39,0,17.7,0,0,233 ± 17,255 ± 19
,O=C(N(CC)CC)[C@]1([C@@H](C[NH3+])C1)c1ccccc1,2.164,0.997,1,52,0,17.7,0,0,251 ± 5,445 ± 29
,O=C1N(CC[NH3+])N=C(c2cc3c(cc2)CCC3)c2c1cccc2,2.167,0.882,0,59,0,17.7,0,0,242 ± 19,282 ± 4*
,Nc1ccc(S(O[C@@H]2CO[C@@]3([H])[C@]2([H])OC[C@@H]3[NH3+])(=O)=O)cc1,2.17,0.837,0,58,0,35.5,1,0,235 ± 17,331 ± 68
,Clc1ccc(-c2ccc(C[NH3+])cc2)cc1,2.175,0.996,1,39,0,17.7,0,0,231 ± 24,525 ± 115*
,CC([C@@H](C(OCCOCn1c2c(C(NC(N)=N2)=O)nc1)=O)[NH3+])C,2.231,0.36,0,109,1,23.4,1,0,44 ± 5,141 ± 6
,O=S(C1=CC=CC=C1)(c2ccc([C@@H](CCC3)C[NH3+])c3c2)=O,2.173,0.998,1,46,0,17.7,0,0,232 ± 4,245 ± 4
,O=C(Nc1c2c(nc(N3Cc4c(S(=O)(=O)CC3)cccc4)c1)ccc(C)c2)C([NH3+])(C)C,2.215,1.362,1,98,1,23.4,1,0,92 ± 6,273 ± 4
,O=[S@H0]1c2c(cccc2)CN(c2nc(NCC3([NH3+])COC3)c3sccc3n2)CC1,2.188,1.403,1,151,1,23.4,1,0,191 ± 5,275 ± 51
,OC1=C(OC)C=CC2=C1[C@@]3(CC[N@H+]4C)[C@@](C[C@@H](OC)[C@H]([NH3+])C3)([H])[C@@H]4C2,2.199,1.966,1,88,1,17.7,0,0,141 ± 4,256 ± 11
,COc(c1)ccc2c1c([C@@H]([C@H]3[N@](C[C@@H]4C=C)CC[C@H]4C3)N)ccn2,2.178,1.132,1,65,0,0,0,0,224 ± 11,167 ± 12
,O=C1N(Cc2nc(C)c3c(n2)cccc3)C(=O)c2n(CC#CC)c(N3C[C@H]([NH3+])CCC3)nc2N1C,2.222,0.991,1,157,1,17.7,0,0,74 ± 4,110 ± 5
